colonia,alcaldia,horizonte_anios,prediccion_p50,prediccion_p10,prediccion_p90,categoria_proyectada
San Miguel Chapultepec,Miguel Hidalgo,5,0.1004741247774696,0.06777198521451229,0.13332977810271593,Estable
San Pedro de los Pinos,Benito Juarez,1,0.07545692568092452,0.06320326123736102,0.09709411090259354,Estable
San Pedro de los Pinos,Benito Juarez,3,0.07285548484221044,0.053546023890252224,0.07415641446505204,Estable
San Pedro de los Pinos,Benito Juarez,5,0.07232513401587323,0.05250750507166013,0.07896301210591554,Estable
San Rafael,Cuauhtemoc,1,0.5983026063133375,0.5361187898833872,0.7018536338434473,Estable
San Rafael,Cuauhtemoc,3,0.5658345534906071,0.5418508751336387,0.667769786511177,Estable
San Rafael,Cuauhtemoc,5,0.565667581723416,0.5402497115428634,0.666053992432762,Estable
San Salvador Xochimanca,Azcapotzalco,1,-0.27192483244673543,-0.2661496129037478,-0.2611066459091831,Estable
San Salvador Xochimanca,Azcapotzalco,3,-0.2582395055632899,-0.26801466986727457,-0.23861365504674276,Estable
San Salvador Xochimanca,Azcapotzalco,5,-0.2582395055632899,-0.26843686364325525,-0.22885127193841912,Estable
San Simon Ticumac,Benito Juarez,1,-0.11276873619849914,-0.13961650941533804,-0.08980012129748699,Estable
San Simon Ticumac,Benito Juarez,3,-0.10936339382854665,-0.11878614685618588,-0.10942359140629607,Estable
San Simon Ticumac,Benito Juarez,5,-0.10992523208317792,-0.1102654306819358,-0.10898552993995542,Estable
Santa Catarina,Coyoacan,1,-0.12694107596594612,-0.13553638862699066,-0.12009677536860233,Estable
Santa Catarina,Coyoacan,3,-0.11590931535698631,-0.12637984860078721,-0.11285160564588259,Estable
Santa Catarina,Coyoacan,5,-0.1154695641666956,-0.12883802039491504,-0.109803801837,Estable
Santa Cruz Atoyac,Benito Juarez,1,-0.09379550888771832,-0.0946905937913613,-0.05815563188502297,Estable
Santa Cruz Atoyac,Benito Juarez,3,-0.10053719628574168,-0.08168208422341691,-0.08093899232766266,Estable
Santa Cruz Atoyac,Benito Juarez,5,-0.10109903454037292,-0.08358135079853396,-0.07531872513502376,Estable
Santa Maria la Ribera,Cuauhtemoc,1,1.1436425778993808,1.047834296833013,1.3240908775192368,Estable
Santa Maria la Ribera,Cuauhtemoc,3,1.151010133646207,1.0594098732177124,1.2820716006504682,Estable
Santa Maria la Ribera,Cuauhtemoc,5,1.1508431618790163,1.0568437876059553,1.2809341266896157,Estable
Santo Tomas,Miguel Hidalgo,1,-0.2822770455979846,-0.26560382502796753,-0.26262158963179866,Estable
Santo Tomas,Miguel Hidalgo,3,-0.273503057447463,-0.2719235521326325,-0.24722892775150965,Estable
Santo Tomas,Miguel Hidalgo,5,-0.27343924299604666,-0.2724870746772637,-0.23806791525814777,Estable
Sector Naval,Azcapotzalco,1,-0.2564457940937784,-0.2564661142089246,-0.25198256416308407,Estable
Sector Naval,Azcapotzalco,3,-0.24792650570983174,-0.2575655974186722,-0.22546495394355806,Estable
Sector Naval,Azcapotzalco,5,-0.24742294006812468,-0.2578626233317958,-0.21541386633311208,Estable
Tabacalera,Cuauhtemoc,1,0.0848810230315117,0.0748744398692148,0.23897114324220162,Estable
Tabacalera,Cuauhtemoc,3,0.058065952907764944,0.07540402517607264,0.20630411808006033,Estable
Tabacalera,Cuauhtemoc,5,0.057032716569639486,0.07804878007496961,0.20374263695381692,Estable
Tacuba,Miguel Hidalgo,1,-0.15719758951508725,-0.17623741034070411,-0.0814860420409128,Estable
Tacuba,Miguel Hidalgo,3,-0.1473043129676048,-0.15326543517673258,-0.08959391573108916,Estable
Tacuba,Miguel Hidalgo,5,-0.14782090517382476,-0.14367077549446808,-0.09117461219930904,Estable
Tlacoquemecatl del Valle,Benito Juarez,1,-0.14906765013844897,-0.15134608071871333,-0.1338402170717868,Estable
Tlacoquemecatl del Valle,Benito Juarez,3,-0.14444740600263004,-0.15428413839807045,-0.13076547261197147,Estable
Tlacoquemecatl del Valle,Benito Juarez,5,-0.14500924425726133,-0.15568742080310446,-0.12236158800817523,Estable
Tlatilco,Azcapotzalco,1,-0.2158398574580542,-0.21761781862078222,-0.2103467906028457,Estable
Tlatilco,Azcapotzalco,3,-0.20740116529346533,-0.21051945050912596,-0.20000029719225015,Estable
Tlatilco,Azcapotzalco,5,-0.20791775749968536,-0.2108164764222496,-0.19102783852663874,Estable
Tlaxpana,Miguel Hidalgo,1,-0.02762851497477297,-0.07342639968205336,-0.028104393665981327,Estable
Tlaxpana,Miguel Hidalgo,3,-0.0071982659826409275,-0.04695739568210358,-0.04312111271665983,Estable
Tlaxpana,Miguel Hidalgo,5,-0.007030404341765142,-0.04934232235318253,-0.03970174702222933,Estable
Un Hogar para Nosotros,Miguel Hidalgo,1,-0.3015235397704849,-0.2924745766806499,-0.2579956602883252,Estable
Un Hogar para Nosotros,Miguel Hidalgo,3,-0.294082283500076,-0.2698583676550847,-0.26135147105633183,Estable
Un Hogar para Nosotros,Miguel Hidalgo,5,-0.2942492552672669,-0.26191499360096315,-0.2602637079728203,Estable
Unidad Habitacional Cuitláhuac,Azcapotzalco,1,-0.27953055037271884,-0.2807242200063492,-0.2697996126373186,Estable
Unidad Habitacional Cuitláhuac,Azcapotzalco,3,-0.26987509006102495,-0.2810380781906314,-0.2518566021370476,Estable
Unidad Habitacional Cuitláhuac,Azcapotzalco,5,-0.27039168226724497,-0.28133510410375506,-0.24269558964368573,Estable
Veronica Anzures,Miguel Hidalgo,1,-0.12042979633170127,-0.14171186614591377,-0.10702134426657413,Estable
Veronica Anzures,Miguel Hidalgo,3,-0.11149986599170184,-0.1163751613532257,-0.11452260316590387,Estable
Veronica Anzures,Miguel Hidalgo,5,-0.11099630034999472,-0.11583342869121277,-0.10888542523997845,Estable
Vertiz Narvarte,Benito Juarez,1,-0.08376737021840604,-0.10194589759636098,-0.09282788626195075,Estable
Vertiz Narvarte,Benito Juarez,3,-0.08570529298361781,-0.10928271030641536,-0.0797396196592321,Estable
Vertiz Narvarte,Benito Juarez,5,-0.08568672458061266,-0.11176595765551879,-0.07014495997696758,Estable
Victoria de las Democracias,Azcapotzalco,1,-0.2204119814704325,-0.21059131764777786,-0.16910076553258496,Estable
Victoria de las Democracias,Azcapotzalco,3,-0.21241625998393313,-0.189042934662194,-0.18636086171491623,Estable
Victoria de las Democracias,Azcapotzalco,5,-0.21174483270135022,-0.18841320534791653,-0.17854750579401124,Estable
Villa Coyoacan,Coyoacan,1,-0.21420729777873646,-0.22034507847708099,-0.21727253545078334,Estable
Villa Coyoacan,Coyoacan,3,-0.20542851740078136,-0.21970953233275903,-0.20107341253549768,Estable
Villa Coyoacan,Coyoacan,5,-0.20492495175907424,-0.22060329434820705,-0.1992216334446299,Estable
Xoco,Benito Juarez,1,-0.20306713416624106,-0.20682989438580912,-0.19460907416562992,Estable
Xoco,Benito Juarez,3,-0.19661040371061725,-0.2240658436084195,-0.171812865334831,Estable
Xoco,Benito Juarez,5,-0.1961520841173214,-0.22521329275438243,-0.16205048222650723,Estable
