evaluation_scope,model,horizon,origin_period,target_period,train_MAE,validation_MAE,validation_train_mae_ratio,large_gap_flag,n_train,n_validation,max_train_label_period
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-03,2025-09,1457.0667873898276,1404.5109563544909,0.9639303898145365,False,1009,37,2025-03
EVALUATION_ALL,LGBM_TEMPORAL,6,2025-05,2025-11,2259.914875715556,2011.2435179885017,0.8899642812217352,False,1105,72,2025-05
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2025-05,2025-11,2259.914875715556,1023.9870352225818,0.4531086751213836,False,1105,47,2025-05
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2025-05,2025-11,2174.425940759339,1783.5540330598387,0.8202413334146471,False,1105,72,2025-05
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-05,2025-11,2174.425940759339,935.6895141034679,0.43031565093300556,False,1105,47,2025-05
EVALUATION_ALL,LGBM_TEMPORAL,6,2025-06,2025-12,2215.29927357115,1214.4306647183823,0.5482016263927502,False,1169,63,2025-06
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2025-06,2025-12,2215.29927357115,1246.4296072926995,0.5626461499639305,False,1169,39,2025-06
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2025-06,2025-12,2116.727517042595,1289.9545875655472,0.6094098447625507,False,1169,63,2025-06
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-06,2025-12,2116.727517042595,1289.1651943802983,0.6090369138213251,False,1169,39,2025-06
EVALUATION_ALL,LGBM_TEMPORAL,6,2025-07,2026-01,2192.007893291029,3232.255814099692,1.474563948420304,False,1228,72,2025-07
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2025-07,2026-01,2192.007893291029,2142.5482771398097,0.9774363877508844,False,1228,54,2025-07
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2025-07,2026-01,2129.6013246837583,3841.3620468259583,1.8037939788548887,False,1228,72,2025-07
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-07,2026-01,2129.6013246837583,3062.1522184598393,1.437899283291704,False,1228,54,2025-07
EVALUATION_ALL,LGBM_TEMPORAL,6,2025-08,2026-02,2106.5554244549257,755.9649626556277,0.3588630775528893,False,1282,65,2025-08
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2025-08,2026-02,2106.5554244549257,714.3720169628056,0.3391185480665197,False,1282,45,2025-08
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2025-08,2026-02,2057.741686308608,860.9609409551597,0.4184008841749429,False,1282,65,2025-08
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-08,2026-02,2057.741686308608,835.5972433658704,0.4060748970221097,False,1282,45,2025-08
EVALUATION_ALL,LGBM_TEMPORAL,6,2025-09,2026-03,2098.617428895506,1422.7760365070226,0.6779587441317612,False,1334,54,2025-09
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2025-09,2026-03,2098.617428895506,1469.2928241688498,0.7001241884006143,False,1334,31,2025-09
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2025-09,2026-03,2020.6929035668227,1202.0430965576265,0.5948667877418891,False,1334,54,2025-09
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-09,2026-03,2020.6929035668227,1140.8287281331573,0.5645730363675873,False,1334,31,2025-09
EVALUATION_ALL,LGBM_TEMPORAL,6,2025-10,2026-04,2046.7592584717374,1498.4233455185788,0.73209555022969,False,1386,53,2025-10
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2025-10,2026-04,2046.7592584717374,1102.121849062118,0.5384716568401132,False,1386,31,2025-10
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2025-10,2026-04,1929.5387158874153,1522.0933397579981,0.7888379368734103,False,1386,53,2025-10
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-10,2026-04,1929.5387158874153,1648.4888706791269,0.854343505577689,False,1386,31,2025-10
EVALUATION_ALL,LGBM_TEMPORAL,6,2025-11,2026-05,1954.7616155925016,2224.6569919822255,1.138070736726594,False,1463,71,2025-11
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2025-11,2026-05,1954.7616155925016,1983.7386030539108,1.014823796022118,False,1463,45,2025-11
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2025-11,2026-05,1843.6891213221168,2201.7995581939454,1.1942358029508935,False,1463,71,2025-11
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-11,2026-05,1843.6891213221168,2006.7591214533788,1.0884476662824392,False,1463,45,2025-11
EVALUATION_ALL,LGBM_TEMPORAL,6,2025-12,2026-06,1879.0895975177236,1211.2729009664863,0.6446062511157409,False,1532,73,2025-12
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2025-12,2026-06,1879.0895975177236,1049.216834792367,0.5583644527532812,False,1532,48,2025-12
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2025-12,2026-06,1791.600038644558,1394.6759415885765,0.7784527302442592,False,1532,73,2025-12
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2025-12,2026-06,1791.600038644558,1368.5938677326976,0.7638947522953352,False,1532,48,2025-12
EVALUATION_ALL,LGBM_TEMPORAL,6,2026-01,2026-07,1875.2117590808753,2709.3540835166073,1.4448256685658702,False,1588,65,2026-01
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2026-01,2026-07,1875.2117590808753,836.8547557861212,0.44627213525810067,False,1588,37,2026-01
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2026-01,2026-07,1754.1286891449984,2401.756495596077,1.3692019921108223,False,1588,65,2026-01
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2026-01,2026-07,1754.1286891449984,1077.0127981319351,0.6139873344508694,False,1588,37,2026-01
EVALUATION_ALL,LGBM_TEMPORAL,6,2026-02,2026-08,1851.4987403625466,987.4128903391771,0.533304651423003,False,1658,57,2026-02
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,6,2026-02,2026-08,1851.4987403625466,996.0606241355146,0.5379753182767347,False,1658,34,2026-02
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,6,2026-02,2026-08,1769.4539681512376,903.0600603583351,0.5103608664665468,False,1658,57,2026-02
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,6,2026-02,2026-08,1769.4539681512376,1007.9009309405515,0.5696112750497981,False,1658,34,2026-02
EVALUATION_ALL,LGBM_TEMPORAL,12,2024-04,2025-04,6452.267435260815,12277.638949568496,1.902840989273441,False,117,59,2024-04
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2024-04,2025-04,6452.267435260815,13677.331910455045,2.1197713900868673,False,117,36,2024-04
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2024-04,2025-04,5668.119797845709,10182.077332306695,1.7963765226304165,False,117,59,2024-04
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2024-04,2025-04,5668.119797845709,9870.930653943338,1.7414823620515214,False,117,36,2024-04
EVALUATION_ALL,LGBM_TEMPORAL,12,2024-05,2025-05,5869.564883294106,11635.616752997763,1.9823644485326217,False,146,50,2024-05
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2024-05,2025-05,5869.564883294106,12076.03075653536,2.0573979497025463,False,146,29,2024-05
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2024-05,2025-05,5100.368420785338,14396.701403972253,2.82267871969835,False,146,50,2024-05
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2024-05,2025-05,5100.368420785338,16066.380536949691,3.1500431363889287,True,146,29,2024-05
EVALUATION_ALL,LGBM_TEMPORAL,12,2024-06,2025-06,4959.200297820604,11920.378053239285,2.403689574401316,False,197,79,2024-06
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2024-06,2025-06,4959.200297820604,12430.068976017861,2.506466411828626,False,197,55,2024-06
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2024-06,2025-06,4181.333293764303,12860.577290248702,3.07571207237364,True,197,79,2024-06
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2024-06,2025-06,4181.333293764303,13561.695015900637,3.243390101460086,True,197,55,2024-06
EVALUATION_ALL,LGBM_TEMPORAL,12,2024-07,2025-07,4497.605608156348,6507.903657193826,1.4469707271335281,False,224,56,2024-07
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2024-07,2025-07,4497.605608156348,5963.629600310401,1.3259565466334882,False,224,33,2024-07
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2024-07,2025-07,3801.537940239917,9010.292538377878,2.370170357371005,False,224,56,2024-07
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2024-07,2025-07,3801.537940239917,8966.783968325915,2.358725365702918,False,224,33,2024-07
EVALUATION_ALL,LGBM_TEMPORAL,12,2024-08,2025-08,4446.687510286437,7047.4098771493655,1.5848673559468092,False,275,51,2024-08
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2024-08,2025-08,4446.687510286437,6516.639587953352,1.4655042822052449,False,275,24,2024-08
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2024-08,2025-08,3502.8406741078516,10535.381001882968,3.007667770834668,True,275,51,2024-08
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2024-08,2025-08,3502.8406741078516,8666.02279005703,2.473998561828452,False,275,24,2024-08
EVALUATION_ALL,LGBM_TEMPORAL,12,2024-09,2025-09,3871.9966031916315,16639.71594086067,4.297451068821907,True,347,104,2024-09
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2024-09,2025-09,3871.9966031916315,11722.714579949847,3.027563239669937,True,347,69,2024-09
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2024-09,2025-09,3164.396439236829,17885.433527599595,5.652083697804028,True,347,104,2024-09
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2024-09,2025-09,3164.396439236829,13096.811622137151,4.138802414180369,True,347,69,2024-09
EVALUATION_ALL,LGBM_TEMPORAL,12,2024-11,2025-11,3624.7356942222073,13109.109694081477,3.6165698136217954,True,389,55,2024-11
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2024-11,2025-11,3624.7356942222073,,,False,389,0,2024-11
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2024-11,2025-11,2929.7971830904985,11142.225502231608,3.803070590189531,True,389,55,2024-11
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2024-11,2025-11,2929.7971830904985,,,False,389,0,2024-11
EVALUATION_ALL,LGBM_TEMPORAL,12,2024-12,2025-12,3304.613212977325,7784.59422817319,2.3556748479981957,False,462,74,2024-12
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2024-12,2025-12,3304.613212977325,,,False,462,0,2024-12
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2024-12,2025-12,2697.078521732616,10379.855695366468,3.848555246622334,True,462,74,2024-12
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2024-12,2025-12,2697.078521732616,,,False,462,0,2024-12
EVALUATION_ALL,LGBM_TEMPORAL,12,2025-01,2026-01,3057.97895059484,10184.992327548718,3.3306286577177144,True,517,53,2025-01
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2025-01,2026-01,3057.97895059484,,,False,517,0,2025-01
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2025-01,2026-01,2578.4593994643383,9919.09844641048,3.8469089133112284,True,517,53,2025-01
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2025-01,2026-01,2578.4593994643383,,,False,517,0,2025-01
EVALUATION_ALL,LGBM_TEMPORAL,12,2025-02,2026-02,2949.3775847117,4253.705913741291,1.4422385034017569,False,565,50,2025-02
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2025-02,2026-02,2949.3775847117,4614.63107019615,1.5646118333971226,False,565,30,2025-02
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2025-02,2026-02,2500.36459488102,4897.5389567907805,1.958729925554649,False,565,50,2025-02
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2025-02,2026-02,2500.36459488102,5334.52283461171,2.1334979888665213,False,565,30,2025-02
EVALUATION_ALL,LGBM_TEMPORAL,12,2025-03,2026-03,2754.857494199547,1392.8438725046494,0.505595616265935,False,638,59,2025-03
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2025-03,2026-03,2754.857494199547,1202.3304826429214,0.43644017346613107,False,638,37,2025-03
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2025-03,2026-03,2315.0815985637155,2097.892328493635,0.9061850475573624,False,638,59,2025-03
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2025-03,2026-03,2315.0815985637155,1144.7167615339895,0.4944606541057454,False,638,37,2025-03
EVALUATION_ALL,LGBM_TEMPORAL,12,2025-04,2026-04,2721.1127272115436,1157.5121382082123,0.42538191330072944,False,701,57,2025-04
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2025-04,2026-04,2721.1127272115436,1118.0365950048572,0.4108747806822996,False,701,34,2025-04
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2025-04,2026-04,2269.5727548179348,1323.5410468615762,0.5831674900273248,False,701,57,2025-04
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2025-04,2026-04,2269.5727548179348,1032.770995930703,0.4550508432647941,False,701,34,2025-04
EVALUATION_ALL,LGBM_TEMPORAL,12,2025-05,2026-05,2608.873680358224,2342.211723540767,0.8977865586880994,False,760,72,2025-05
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2025-05,2026-05,2608.873680358224,1875.5051330479466,0.7188945739950204,False,760,47,2025-05
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2025-05,2026-05,2267.915963721514,2189.35172933915,0.9653584014403053,False,760,72,2025-05
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2025-05,2026-05,2267.915963721514,1788.9829286863446,0.7888224066956745,False,760,47,2025-05
EVALUATION_ALL,LGBM_TEMPORAL,12,2025-06,2026-06,2483.2962230610797,1391.5407124522053,0.5603603386215832,False,827,63,2025-06
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2025-06,2026-06,2483.2962230610797,1292.4374551770177,0.5204523903249333,False,827,39,2025-06
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2025-06,2026-06,2228.3509551004154,1618.0431143670526,0.7261168222463141,False,827,63,2025-06
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2025-06,2026-06,2228.3509551004154,1283.0178168525595,0.5757700841134978,False,827,39,2025-06
EVALUATION_ALL,LGBM_TEMPORAL,12,2025-07,2026-07,2347.394921932879,1216.8791576713181,0.5183955823970695,False,894,72,2025-07
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2025-07,2026-07,2347.394921932879,1377.2335361319258,0.5867072145652815,False,894,54,2025-07
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2025-07,2026-07,2097.3225482148573,1167.3587598112092,0.5565947692713313,False,894,72,2025-07
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2025-07,2026-07,2097.3225482148573,1309.4311966847595,0.6243346774673671,False,894,54,2025-07
EVALUATION_ALL,LGBM_TEMPORAL,12,2025-08,2026-08,2272.4247265883278,751.9813557951459,0.3309158481672228,False,947,65,2025-08
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL,12,2025-08,2026-08,2272.4247265883278,874.5772183411457,0.3848652094426818,False,947,45,2025-08
EVALUATION_ALL,LGBM_TEMPORAL_SPATIAL,12,2025-08,2026-08,2023.357706070829,928.2865356314323,0.45878518308761024,False,947,65,2025-08
EVALUATION_SPATIAL_COMPARABLE,LGBM_TEMPORAL_SPATIAL,12,2025-08,2026-08,2023.357706070829,1094.1051232002737,0.5407373693329408,False,947,45,2025-08
